Port,Reference,Port(s),Protocol,Service,Details,Source
2773,https://www.speedguide.net/port.php?port=2773,2773,tcp,trojans,"Trojans: SubSeven, SubSeven 2.1 Gold, BackDoor-G



RBackup Remote Backup (IANA official)",SG
2773,https://www.speedguide.net/port.php?port=2773,2773,tcp,trojan,"SubSeven , SubSeven 2.1 Gold",Trojans
2773,https://www.speedguide.net/port.php?port=2773,2773,"tcp,udp",pcbakcup1,PC Backup,SANS
2773,https://www.speedguide.net/port.php?port=2773,2773,tcp,SubSeven2.1Gold,[trojan] SubSeven 2.1 Gold,SANS
2773,https://www.speedguide.net/port.php?port=2773,2773,tcp,SubSeven,[trojan] SubSeven,SANS
2773,https://www.speedguide.net/port.php?port=2773,2773,"tcp,udp",rbakcup1,RBackup Remote Backup,IANA
2773,https://www.speedguide.net/port.php?port=2773,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2772,https://www.speedguide.net/port.php?port=2772,2772,tcp,trojan,Backdoor.SubSeven [Symantec-2001-020114-5445-99],SG
2772,https://www.speedguide.net/port.php?port=2772,2772,tcp,trojan,SubSeven,Trojans
2772,https://www.speedguide.net/port.php?port=2772,2772,"tcp,udp",auris,auris,IANA
2772,https://www.speedguide.net/port.php?port=2772,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,trojan,"W32.HLLW.Deadhat [Symantec-2004-020619-0805-99] (2004.02.06) - a worm with backdoor capabilities. It attempts to uninstall the W32.Mydoom.A@mm and W32.Mydoom.B@mm worms, and then it spreads to other systems infected with Mydoom. Also, it spreads through the Soulseek file-sharing program.



Buffer overflow in nlps_server in Sun Solaris x86 2.4, 2.5, and 2.5.1 allows remote attackers to execute arbitrary code as root via a long string beginning with ""NLPS:002:002:"" to the listen (a.k.a. System V listener) port, TCP port 2766.

References: [CVE-1999-1588], [BID-2319]",SG
2766,https://www.speedguide.net/port.php?port=2766,2766,udp,games,Tachyon - The Fringe,SG
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,listen,System V listener port,SANS
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,nlps,Solaris Print Services,SANS
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,listen,System V listener port,Nmap
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,threat,W32.HLLW.Deadhat,Bekkoame
2766,https://www.speedguide.net/port.php?port=2766,2766,tcp,,"used by Solaris listen/nlps_server. It was part of System V R3 and Solaris. In much the same way that scanning for tcpmux will fingerprint SGI machines, scanning for this port will fingerprint SVR3 (Solaris 2.0) machines.",Bekkoame
2766,https://www.speedguide.net/port.php?port=2766,2766,"tcp,udp",compaq-scp,Compaq SCP,IANA
2766,https://www.speedguide.net/port.php?port=2766,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2748,https://www.speedguide.net/port.php?port=2748,2748,"tcp,udp",fjippol-polsvr,"The Computer Telephony Integration (CTI) Manager service in Cisco Unified Communications Manager (CUCM) 5.x and 6.x allows remote attackers to cause a denial of service (TSP crash) via malformed network traffic to TCP port 2748.

References: [CVE-2008-2061], [BID-29933]



Port is also IANA registered for fjippol-polsvr.",SG
2748,https://www.speedguide.net/port.php?port=2748,2748,"tcp,udp",fjippol-polsvr,fjippol-polsvr,Neophasis
2748,https://www.speedguide.net/port.php?port=2748,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2745,https://www.speedguide.net/port.php?port=2745,2745,tcp,trojans,Beagle.C [Symantec-2004-022715-1724-99] (2004.02.28) through Beagle.K [Symantec-2004-030312-0201-99] (2004.03.03) - mass mailing worms that use their own SMTP engine and open a backdoor on port 2745. They spread through email and file-sharing networks.,SG
2745,https://www.speedguide.net/port.php?port=2745,2745,tcp,Bagle.C,Bagle Virus Backdoor,SANS
2745,https://www.speedguide.net/port.php?port=2745,2745,tcp,threat,W32.Beagle,Bekkoame
2745,https://www.speedguide.net/port.php?port=2745,2745,"tcp,udp",urbisnet,URBISNET,IANA
2745,https://www.speedguide.net/port.php?port=2745,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2721,https://www.speedguide.net/port.php?port=2721,2721,tcp,trojan,Phase Zero,SG
2721,https://www.speedguide.net/port.php?port=2721,2721,"tcp,udp",smart-diagnose,Smart Diagnose,IANA
2721,https://www.speedguide.net/port.php?port=2721,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2718,https://www.speedguide.net/port.php?port=2718,2718,"tcp,udp",pn-requester2,"PN REQUESTER 2



The Prayer 2 trojan horse also uses port 2718 (TCP).",SG
2718,https://www.speedguide.net/port.php?port=2718,2718,"tcp,udp",pn-requester2,PN REQUESTER 2,IANA
2718,https://www.speedguide.net/port.php?port=2718,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2716,https://www.speedguide.net/port.php?port=2716,2716,tcp,trojan,The Prayer,SG
2716,https://www.speedguide.net/port.php?port=2716,2716,tcp,ThePrayer,[trojan] The Prayer,SANS
2716,https://www.speedguide.net/port.php?port=2716,2716,"tcp,udp",inova-ip-disco,Inova IP Disco,IANA
2716,https://www.speedguide.net/port.php?port=2716,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2707,https://www.speedguide.net/port.php?port=2707,2707,tcp,trojans,"Backdoor.Bigfoot [Symantec-2003-050116-1402-99] (2003.05.01) - a backdoor trojan that allows a hacker to remotely control your computer. By default this trojan opens port 2707 for listening.



Port is also IANA registered for EMCSYMAPIPORT",SG
2707,https://www.speedguide.net/port.php?port=2707,2707,"tcp,udp",threat,Bigfoot,Bekkoame
2707,https://www.speedguide.net/port.php?port=2707,2707,"tcp,udp",emcsymapiport,EMCSYMAPIPORT,IANA
2707,https://www.speedguide.net/port.php?port=2707,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2702,https://www.speedguide.net/port.php?port=2702,2702,tcp,trojan,"Black Diver



The Remote Control Client service in Microsoft's Systems Management Server (SMS) 2.50.2726.0 allows remote attackers to cause a denial of service (crash) via a data packet to TCP port 2702 that causes the server to read or write to an invalid memory address.

References: [CVE-2004-0728]",SG
2702,https://www.speedguide.net/port.php?port=2702,2702,"tcp,udp",trojan,Black Diver,Trojans
2702,https://www.speedguide.net/port.php?port=2702,2702,tcp,BlackDiver,[trojan] Black Diver,SANS
2702,https://www.speedguide.net/port.php?port=2702,2702,tcp,sms-xfer,sms-xfer,Nmap
2702,https://www.speedguide.net/port.php?port=2702,2702,"tcp,udp",sms-xfer,SMS XFER,IANA
2702,https://www.speedguide.net/port.php?port=2702,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2700,https://www.speedguide.net/port.php?port=2700,2700,tcp,trojans,"KnowShowGo P2P



Backdoor.actx [Symantec-2002-052316-2753-99] (2002.05.23) - a Backdoor.Trojan which can allow unauthorized access to your computer.



Port is also IANA registered for tqdata",SG
2700,https://www.speedguide.net/port.php?port=2700,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2700,https://www.speedguide.net/port.php?port=2700,2700,"tcp,udp",tqdata,tqdata,IANA
2699,https://www.speedguide.net/port.php?port=2699,2699,tcp,trojans,"Backdoor.Jittar [Symantec-2003-100316-2418-99] (2003.10.03) - a backdoor trojan horse that gives its creator remote access to and complete control over a compromised system. By default it uses ports 1309 and 2699 to listen for commands from the trojan's creator. The existence of the file dm_mgr.exe or linxup.exe is an indication of a possible infection.



Port is also IANA registered for Csoft Plus Client",SG
2699,https://www.speedguide.net/port.php?port=2699,2699,tcp,threat,Jittar,Bekkoame
2699,https://www.speedguide.net/port.php?port=2699,2699,"tcp,udp",csoft-plusclnt,Csoft Plus Client,IANA
2688,https://www.speedguide.net/port.php?port=2688,2688,"tcp,udp",md-cg-http,IRC.Aladinz,Bekkoame
2688,https://www.speedguide.net/port.php?port=2688,2688,"tcp,udp",md-cg-http,md-cf-http,IANA
2638,https://www.speedguide.net/port.php?port=2638,2638,udp,applications,"CiscoWorks Common Services could allow a remote attacker to obtain sensitive information, caused by an error in the Sybase SQL Anywhere database component. By sending a specially-crafted request to UDP port 2638, an attacker could exploit this vulnerability to obtain sensitive information about the engine name and database port.

References: [BID-50376] [CVE-2011-2042] [XFDB-71002]



Sybase Adaptive Server Anywhere Database Engine 6.0.3.2747 and earlier as included with Symantec Ghost 6.5 allows a remote attacker to create a denial of service by sending large (> 45Kb) amounts of data to port 2638. 

References: [CVE-2001-0599] [BID-2572]



Port is also IANA registered for Sybase Anywhere",SG
2638,https://www.speedguide.net/port.php?port=2638,2638,tcp,symantec,"Symantec Endpoint Protection Manager (SEPM) communicates with the embedded database on this port.



An issue was discovered in Siemens SICAM PAS before 8.00. A factory account with hard-coded passwords is present in the SICAM PAS installations. Attackers might gain privileged access to the database over Port 2638/TCP.

References: [CVE-2016-8567], [BID-94549]",SG
2638,https://www.speedguide.net/port.php?port=2638,2638,tcp,sybase,Sybase database,SANS
2638,https://www.speedguide.net/port.php?port=2638,2638,udp,sybaseanywhere,Sybase Anywhere,SANS
2638,https://www.speedguide.net/port.php?port=2638,2638,tcp,sybase,Sybase database,Nmap
2638,https://www.speedguide.net/port.php?port=2638,2638,"tcp,udp",sybaseanywhere,Sybase Anywhere,IANA
2627,https://www.speedguide.net/port.php?port=2627,2627,tcp,trojans,"Backdoor.Rallovs.B [Symantec-2012-011108-4024-99] (2012.01.10) - a trojan horse that opens a backdoor on TCP port 2627 on the compromised computer.



Port is also IANA registered for Moshe Beeri.",SG
2627,https://www.speedguide.net/port.php?port=2627,2627,"tcp,udp",webster,Network dictionary,SANS
2627,https://www.speedguide.net/port.php?port=2627,2627,tcp,webster,Network dictionary,Nmap
2627,https://www.speedguide.net/port.php?port=2627,2627,udp,webster,webster,Nmap
2627,https://www.speedguide.net/port.php?port=2627,2627,"tcp,udp",moshebeeri,Moshe Beeri,IANA
2608,https://www.speedguide.net/port.php?port=2608,2608,tcp,wag-service,"Backdoor.Win32.Mazben.es / Unauthenticated Open Proxy - the malware listens on random TCP ports, known 2608, 6751, 3087, 5947. Third-party attackers who can connect to the infected system can relay requests from the original connection to the destination and then back to the origination system. Attackers may then be able to launch attacks, download files or port scan third party systems and it will appear as the attacks originated from that infected host.

References: [MVID-2021-0377]



Wag Service (IANA official)",SG
2608,https://www.speedguide.net/port.php?port=2608,2608,"tcp,udp",wag-service,Wag Service,IANA
2606,https://www.speedguide.net/port.php?port=2606,2606,tcp,applications,"Directory traversal vulnerability in aws_tmxn.exe in the Admin Agent service in the server in EMC Documentum ApplicationXtender Workflow, possibly 5.40 SP1 and earlier, allows remote attackers to upload arbitrary files, and execute arbitrary code, via directory traversal sequences in requests to TCP port 2606.

References: [CVE-2008-3685]



Heap-based buffer overflow in aws_tmxn.exe in the Admin Agent service in the server in EMC Documentum ApplicationXtender Workflow, possibly 5.40 SP1 and earlier, allows remote attackers to execute arbitrary code via crafted packet data to TCP port 2606.

References: [CVE-2008-3684] [SECUNIA-37070]



Dell Netmon (IANA official)",SG
2606,https://www.speedguide.net/port.php?port=2606,2606,"tcp,udp",netmon,Dell Netmon,IANA
2601,https://www.speedguide.net/port.php?port=2601,2601,"tcp,udp",discp-client,"zebra vty

IANA registered for: discp client



McAfee Network Threat Behavior Analysis could allow a remote attacker from within the local network to gain elevated privileges on the system, caused by an error related to the default configuration in the Zebra service. By connecting to port 2601 with telnet, an attacker could exploit this vulnerability to gain unrestricted root access to the machine.

References: [XFDB-85937] [BID-61420]",SG
2601,https://www.speedguide.net/port.php?port=2601,2601,tcp,zebra,zebra vty,SANS
2601,https://www.speedguide.net/port.php?port=2601,2601,tcp,zebra,zebra vty,Nmap
2601,https://www.speedguide.net/port.php?port=2601,2601,"tcp,udp",discp-client,discp client,IANA
2600,https://www.speedguide.net/port.php?port=2600,2600,tcp,trojan,Digital RootBeer,SG
2600,https://www.speedguide.net/port.php?port=2600,2600,tcp,trojan,[trojan] Digital RootBeer,Trojans
2600,https://www.speedguide.net/port.php?port=2600,2600,tcp,DigitalRootBeer,[trojan] Digital RootBeer,SANS
2600,https://www.speedguide.net/port.php?port=2600,2600,tcp,zebrasrv,zebra service,SANS
2600,https://www.speedguide.net/port.php?port=2600,2600,tcp,zebrasrv,zebra service,Nmap
2600,https://www.speedguide.net/port.php?port=2600,2600,"tcp,udp",hpstgmgr,HPSTGMGR,IANA
2589,https://www.speedguide.net/port.php?port=2589,2589,tcp,trojan,Dagger,SG
2589,https://www.speedguide.net/port.php?port=2589,2589,tcp,trojan,[trojan] Dagger,Trojans
2589,https://www.speedguide.net/port.php?port=2589,2589,tcp,Dagger,[trojan] Dagger,SANS
2589,https://www.speedguide.net/port.php?port=2589,2589,"tcp,udp",quartus-tcl,quartus tcl,IANA
2583,https://www.speedguide.net/port.php?port=2583,2583,tcp,trojan,WinCrash 2 trojan,SG
2583,https://www.speedguide.net/port.php?port=2583,2583,tcp,trojan,[trojan] WinCrash,Trojans
2583,https://www.speedguide.net/port.php?port=2583,2583,tcp,WinCrash,[trojan] WinCrash,SANS
2583,https://www.speedguide.net/port.php?port=2583,2583,"tcp,udp",mon,MON,IANA
2565,https://www.speedguide.net/port.php?port=2565,2565,tcp,trojan,Striker trojan,SG
2565,https://www.speedguide.net/port.php?port=2565,2565,tcp,trojan,[trojan] Striker trojan,Trojans
2565,https://www.speedguide.net/port.php?port=2565,2565,tcp,Striker,[trojan] Striker,SANS
2565,https://www.speedguide.net/port.php?port=2565,2565,tcp,Strikertrojan,[trojan] Striker trojan,SANS
2565,https://www.speedguide.net/port.php?port=2565,2565,tcp,threat,RAT:Striker VB + 20k mostly just crashes windows infects Win95/Win98/WinNT,Bekkoame
2565,https://www.speedguide.net/port.php?port=2565,2565,"tcp,udp",coord-svr,Coordinator Server,IANA
2556,https://www.speedguide.net/port.php?port=2556,2556,tcp,trojans,"W32.Beagle.M@mm [Symantec-2004-031310-3624-99] - mass mailing worm and backdoor trojan, 03.13.2004. Affects all current Windows versions, opens a backdoor (it listens on TCP port 2556) and attempts to spread through file-sharing networks.



Port also used by other variants of the worm, like W32.Beagle.N@mm [Symantec-2004-031508-5302-99].",SG
2556,https://www.speedguide.net/port.php?port=2556,2556,tcp,bagle-backdoor,Bagle Virus Backdoor,SANS
2556,https://www.speedguide.net/port.php?port=2556,2556,"tcp,udp",threat,W32.Beagle,Bekkoame
2556,https://www.speedguide.net/port.php?port=2556,2556,"tcp,udp",nicetec-nmsvc,nicetec-nmsvc,IANA
2555,https://www.speedguide.net/port.php?port=2555,2555,tcp,trojans,"Compaq WCP

Lion trojan, T0rn Rootkit",SG
2555,https://www.speedguide.net/port.php?port=2555,2555,tcp,trojan,"li0n, T0rn Rootkit",Trojans
2555,https://www.speedguide.net/port.php?port=2555,2555,tcp,Lion,[trojan] Lion,SANS
2555,https://www.speedguide.net/port.php?port=2555,2555,tcp,T0rnRootkit,[trojan] T0rn Rootkit,SANS
2555,https://www.speedguide.net/port.php?port=2555,2555,"tcp,udp",compaq-wcp,Compaq WCP,IANA
